rs34071855,1.0
rs61778886,0.999999999997545
rs1293267,1.0
rs472495,0.9999999999998715
rs505151,1.0
rs561018840,0.9372188092440568
rs565120608,0.9376750772021394
rs12124281,0.9999999961114864
rs10889348,1.0
rs549777175,1.0
rs6661966,1.0
rs2692707,1.0
rs115049444,1.0
rs114382843,0.9998034017606984
rs6667939,1.0
rs1434282,1.0
rs11118648,1.0
rs1228466,1.0
rs148724556,1.0
rs553427,1.0
rs10910521,0.9995715254280784
rs28631087,1.0
rs10184284,1.0
rs1107851,0.9999999999973336
rs2348703,0.828578434487589
rs2058553,1.0
rs11679423,0.9999932165328426
rs1367117,0.9976124578583452
rs581411,0.9999999999999988
rs138158572,1.0
rs62140395,1.0
rs13429716,1.0
rs111559090,0.9999999999997868
rs141828689,0.8339033404062621
rs56204478,0.9395980751461892
rs75331444,1.0
rs6544713,0.9999999999999992
rs4132010,1.0
rs140285304,0.8165455338169141
rs189671,1.0
rs7571916,1.0
rs1861399,1.0
rs7572443,1.0
rs826522,1.0
rs150474434,1.0
rs6728095,1.0
rs6714750,1.0
rs2389606,1.0
rs2140030,1.0
rs184618930,1.0
rs7569317,1.0
rs140201293,1.0
rs6735914,1.0
rs78198652,1.0
rs6742078,1.0
rs111833688,0.999999943068223
rs9834932,1.0
rs2624847,1.0
rs35975336,1.0
rs371239130,1.0
rs3732356,0.9643739448160342
rs1546753,1.0
rs80120242,1.0
rs11709868,1.0
rs4616688,0.9999999999999998
rs1281150,0.9999834640528474
rs142285000,0.9198008268870502
rs1902023,1.0
rs1458038,1.0
rs150208378,1.0
rs183128788,1.0
rs7683854,1.0
rs34624042,1.0
rs41280463,1.0
rs7734476,1.0
rs115018790,0.999999999993766
rs201984751,1.0
rs6882076,1.0
rs2235215,1.0
rs7752351,1.0
rs1799945,1.0
rs1800562,1.0
rs71557345,1.0
rs76967117,1.0
rs3800406,1.0
rs12197246,1.0
rs7750614,1.0
rs2456356,1.0
rs4946132,1.0
rs567176072,1.0
rs9376091,0.9935288498293712
rs614890,0.9999999999733118
rs549975194,1.0
rs7452960,1.0
rs10455872,0.9604106371789785
rs12174589,0.8222823125166191
rs186696265,1.0
rs191108153,1.0
rs3846778,1.0
rs17725246,1.0
rs6943197,1.0
rs836550,1.0
rs372127147,1.0
rs6461567,1.0
rs56130071,1.0
rs2928617,1.0
rs1495741,1.0
rs113407467,0.999999999331028
rs4738684,1.0
rs76026936,1.0
rs78928291,1.0
rs2737265,1.0
rs4457349,1.0
rs55831924,1.0
rs686030,1.0
rs7875740,0.9999999927490528
rs10811653,1.0
rs2230808,1.0
rs33918808,0.9999999999999988
rs61340780,0.9999999759816948
rs13283282,0.99999961016483
rs115478735,0.9999999999999613
rs56963659,1.0
rs538748618,1.0
rs691831,1.0
rs7076198,1.0
rs11239588,1.0
rs16926246,0.9973477545923254
rs200090113,1.0
rs2068888,1.0
rs11596950,1.0
rs2039015,1.0
rs6585139,1.0
rs12413488,0.9999999992559864
rs11195909,1.0
rs7092736,1.0
rs35198068,1.0
rs10794579,0.999999999999998
rs1106056,1.0
rs1661052,1.0
rs12792460,1.0
rs115465236,1.0
rs174564,1.0
rs6591179,1.0
rs7104378,1.0
rs1219549,1.0
rs115739682,0.9962653302520712
rs504068,1.0
rs7928581,1.0
rs181234080,1.0
rs11220459,1.0
rs755295110,1.0
rs7969023,1.0
rs10876021,0.9999999999999998
rs148198170,1.0
rs11065702,1.0
rs3184504,1.0
rs233716,1.0
rs11065385,1.0
rs11060725,1.0
rs837500,1.0
rs10773112,0.9308793438167616
rs7315347,1.0
rs72694393,1.0
rs28690720,1.0
rs261291,1.0
rs139823028,0.9986564995495292
rs261334,0.9999838333570588
rs62011285,0.9999994107502076
rs200990875,1.0
rs62048481,1.0
rs17231506,1.0
rs1532625,0.8298988784701161
rs12708974,1.0
rs5883,1.0
rs289714,1.0
rs141904578,1.0
rs145090930,1.0
rs149573971,0.9911805014487056
rs4788561,1.0
rs12708921,0.9943740893954454
rs77303550,1.0
rs34042070,0.8358058511517148
rs4782568,0.9999999612672344
rs545779157,1.0
rs55714927,1.0
rs142972972,1.0
rs58744622,0.999985721089238
rs3890414,1.0
rs7209010,1.0
rs1801689,1.0
rs76321556,1.0
rs57453217,1.0
rs116970090,1.0
rs77757914,1.0
rs74558535,0.999996030972008
rs3826577,1.0
rs10438978,0.9993107764638436
rs62101776,0.9981330923264492
rs2537854,1.0
rs114375564,1.0
rs571724206,1.0
rs17001002,0.9997274224430216
rs7275,1.0
rs12151108,0.942810367673892
rs17248720,1.0
rs2738464,0.9999033542971972
rs2278426,1.0
rs145788754,1.0
rs12461072,1.0
rs187429064,1.0
rs75916629,1.0
rs7248154,1.0
rs144814951,1.0
rs539367743,0.9994759842649285
rs117441884,0.993751294094152
rs556584398,1.0
rs11550348,1.0
rs3764613,0.9946457926510616
rs12973839,1.0
rs12983992,1.0
rs143311942,1.0
rs45557835,0.999997942596372
rs416867,1.0
rs35081008,1.0
rs574663423,1.0
rs6088880,1.0
rs6016363,1.0
rs4810296,1.0
rs6029568,1.0
rs4810316,1.0
rs6127015,1.0
rs184507510,1.0
rs140775622,1.0
rs693101,1.0
rs1807543,1.0
rs9611440,1.0
rs145678077,0.846296974604978
